#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  14
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  8
#! SET periodic_psi true
   -1.346396852   -1.570796327 -192.143076044  -43.098062237    7.925675616
   -0.897597901   -1.570796327 -230.443093515  -60.570042645    3.782084056
   -0.448798951   -1.570796327 -275.679248553  -72.855991374   -1.915292890
    0.000000000   -1.570796327 -208.346925626   -3.874759024   -7.107689241
    0.448798951   -1.570796327 -208.308307111   -2.404675620   -5.245932949
    0.897597901   -1.570796327 -209.412692876   -4.149286649   -1.069617421
    1.346396852   -1.570796327 -208.937158336    6.786348008    3.993696782
    1.795195802   -1.570796327 -210.283409520   12.764646147    9.278337812
    2.243994753   -1.570796327 -315.177362692   79.643965751   11.125339482
    2.692793703   -1.570796327 -257.603677219   87.828760812    5.525956484

   -3.141592654   -0.785398163 -184.915811546   57.500379353    7.668591440
   -2.692793703   -0.785398163 -148.195377349   40.423437394    4.654173559
   -2.243994753   -0.785398163 -118.226034626   29.505662629    3.358441477
   -1.795195802   -0.785398163 -123.663096529  -44.093849745    3.458953125
   -1.346396852   -0.785398163 -164.074695007  -49.401456475    6.825693826
   -0.897597901   -0.785398163 -202.825718993  -62.003311313    7.444400289
   -0.448798951   -0.785398163 -249.443745769  -67.574478119    7.025701904
    0.000000000   -0.785398163 -194.239227230   -0.213797230    1.275066881
    0.448798951   -0.785398163 -192.371669106    4.583972477    4.633208358
    0.897597901   -0.785398163 -189.003202388    7.743779011    8.570045430
    1.346396852   -0.785398163 -183.300776478   17.735695365   11.872694118
    1.795195802   -0.785398163 -178.942390566   21.472673558   14.481812558
    2.243994753   -0.785398163 -271.479891375   76.195700984   19.872355353
    2.692793703   -0.785398163 -225.377854741   76.833128095   12.849837644

   -3.141592654    0.000000000 -200.571944583   55.190315460  -18.652765388
   -2.692793703    0.000000000 -163.007956843   39.332395406  -18.784901857
   -2.243994753    0.000000000 -131.722421582   30.316475286  -18.132405635
   -1.795195802    0.000000000 -137.988461306  -44.043308572  -19.726909448
   -1.346396852    0.000000000 -182.178077724  -46.210580086  -24.788704909
   -0.897597901    0.000000000 -220.676195340  -58.064280102  -21.591205152
   -0.448798951    0.000000000 -267.734196016  -63.516393960  -18.699964394
    0.000000000    0.000000000 -208.367841710    5.927096573  -13.004089535
    0.448798951    0.000000000 -203.802052328    8.931283681   -9.236087550
    0.897597901    0.000000000 -199.327925209    8.276327009   -8.583933868
    1.346396852    0.000000000 -193.863643724   16.254245842  -10.405010054
    1.795195802    0.000000000 -190.801546401   17.387887117  -14.313023547
    2.243994753    0.000000000 -289.096263419   72.615828545  -19.666305331
    2.692793703    0.000000000 -241.161839279   74.709555970  -17.306025601

   -3.141592654    0.785398163 -211.530593149   50.734542025   -5.518418271
   -2.692793703    0.785398163 -174.842509294   37.877270425   -7.950959769
   -2.243994753    0.785398163 -143.749967327   31.655117134   -9.470853862
   -1.795195802    0.785398163 -151.328789621  -39.073765567  -10.822631411
   -1.346396852    0.785398163 -199.105220005  -36.089054194  -13.805490422
   -0.897597901    0.785398163 -233.766164901  -47.429701971   -7.251153301
   -0.448798951    0.785398163 -276.709865522  -54.030653265    0.125188710
    0.000000000    0.785398163 -213.287103089   12.726656773    3.175423539
    0.448798951    0.785398163 -206.220371891   11.921343536    5.737993845
    0.897597901    0.785398163 -201.955001798    4.875730452    4.791889425
    1.346396852    0.785398163 -198.750450776    9.737166691    1.300737782
    1.795195802    0.785398163 -199.603464663    7.991857288   -4.101236323
    2.243994753    0.785398163 -300.245918681   62.699274915   -3.185365398
    2.692793703    0.785398163 -250.518078198   68.463172720   -2.249774446

   -3.141592654    1.570796327 -204.491968004   39.856657185    8.100034274
   -2.692793703    1.570796327 -172.574954041   32.038621622    4.789183837
   -2.243994753    1.570796327 -144.872946892   29.955535314    1.944847052
   -1.795195802    1.570796327 -153.330227540  -29.072464326    1.428565985
   -1.346396852    1.570796327 -200.813894076  -19.986305349    1.174746690
   -0.897597901    1.570796327 -227.480342562  -29.358599327    8.502918391
   -0.448798951    1.570796327 -261.000949981  -36.563622933   17.244083449
    0.000000000    1.570796327 -198.849992009   20.184802436   17.056864010
    0.448798951    1.570796327 -189.182946955   14.818057503   17.292550995
    0.897597901    1.570796327 -185.397323944    0.521155576   14.834536531
    1.346396852    1.570796327 -185.207954816    0.819668189   10.790163579
    1.795195802    1.570796327 -190.861662405   -4.460223910    5.787488751
    2.243994753    1.570796327 -284.322480374   43.907572772   11.688355837
    2.692793703    1.570796327 -237.604660768   53.527820175   11.550653654

   -3.141592654    2.356194490 -182.958525542   37.779145102    4.819518052
   -2.692793703    2.356194490 -154.852443397   32.434371223    6.195373527
   -2.243994753    2.356194490 -130.771924972   30.715369840    6.076114611
   -1.795195802    2.356194490 -138.976341345  -19.796515884    6.627571074
   -1.346396852    2.356194490 -183.784225737   -9.126083861    5.786162476
   -0.897597901    2.356194490 -202.907006935  -19.822281413    6.764556066
   -0.448798951    2.356194490 -228.039041643  -29.738013745    8.561757506
    0.000000000    2.356194490 -169.882327903   16.384313769   10.383996178
    0.448798951    2.356194490 -162.270602468    8.797178636    6.306276834
    0.897597901    2.356194490 -162.038281805   -7.878195550    2.151411590
    1.346396852    2.356194490 -165.645198402   -7.546030788   -0.912612733
    1.795195802    2.356194490 -174.785359370  -11.410050800   -2.864375643
    2.243994753    2.356194490 -257.901774532   34.408332905   -3.035221810
    2.692793703    2.356194490 -212.374010912   48.012613384    1.644271483
